계급,직렬,지역,부대,임용예정일
9급,차량,강진,31사단(강진),2023.12.01
9급,차량,이천,7군단,2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,순천,31사단(순천),2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,순창,미사일사(순창),2023.12.01
9급,차량,대전,2작전사령부(대전),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,담양,미사일사(담양),2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,순천,31사단(순천),2023.12.01
9급,차량,여주,7공병여단(여주),2023.12.01
9급,차량,강진,31사단(강진),2023.12.01
9급,차량,순천,31사단(순천),2023.12.01
9급,차량,가평,2군수지원여단(가평),2023.12.01
9급,차량,구미,50사단(구미),2023.12.01
9급,차량,인천,1군수지원사령부(인천),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,무안,31사단(무안),2023.12.01
9급,차량,홍천,1군수지원사령부(홍천),2023.12.01
9급,차량,홍천,종합군수학교(홍천),2023.12.01
9급,차량,창원,종합정비창,2023.12.01
9급,차량,창원,종합정비창,2023.12.01
9급,총포,춘천,2군수지원여단,2023.12.01
9급,총포,양주,7군단(양주),2023.12.01
9급,총포,순천,31사단(순천),2023.12.01
9급,총포,춘천,2군수지원여단,2023.12.01
9급,총포,연천,5사단,2023.12.01
9급,총포,김포,수도포병여단(김포),2023.12.01
9급,총포,대구,50사단,2023.12.01
9급,총포,음성,미사일사(음성),2023.12.01
9급,총포,대전,종합군수학교,2023.12.01
9급,총포,포천,6사단,2023.12.01
9급,총포,화성,51사단,2023.12.01
9급,총포,완주,35사단(완주),2023.12.01
9급,총포,인제,과학화전투훈련단,2023.12.01
9급,총포,충주,37사단(충주),2023.12.01
9급,총포,춘천,2군수지원여단,2023.12.01
9급,총포,창원,종합정비창,2023.12.01
9급,총포,이천,종합정비창(이천),2023.12.01
9급,총포,화성,51사단,2023.12.01
9급,총포,김포,수도포병여단(김포),2023.12.01
9급,총포,춘천,2군수지원여단,2023.12.01
9급,총포,이천,종합정비창(이천),2023.12.01
9급,총포,음성,미사일사(음성),2023.12.01
9급,총포,창원,종합정비창,2023.12.01
9급,총포,부산,53사단,2023.12.01
9급,총포,음성,미사일사(음성),2023.12.01
9급,총포,창원,종합정비창,2023.12.01
9급,총포,음성,미사일사(음성),2023.12.01
9급,총포,화성,51사단,2023.12.01
9급,총포,창원,종합정비창,2023.12.01
9급,총포,창원,종합정비창,2023.12.01
9급,총포,창원,종합정비창,2023.12.01
9급,총포,음성,미사일사(음성),2023.12.01
9급,총포,순창,미사일사(순창),2023.12.01
9급,총포,이천,종합정비창(이천),2023.12.01
9급,총포,양주,7군단(양주),2023.12.01
9급,총포,순창,미사일사(순창),2023.12.01
9급,총포,이천,종합정비창(이천),2023.12.01
9급,총포,춘천,2군수지원여단,2023.12.01
9급,치무,전남 광주,31사단,2023.12.01
9급,치무,서울,수도방위사령부,2023.12.01
9급,치무,전남 광주,31사단,2023.12.01
9급,치무,대구,50사단,2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,충주,탄약지원사령부(충주),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,용인,7군단(용인),2023.12.01
9급,탄약,대전,탄약지원사령부,2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,용인,7군단(용인),2023.12.01
9급,탄약,인천,1군수지원사령부(인천),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,안양,1군수지원사령부(안양),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,양평,1군수지원사령부(양평),2023.12.01
9급,탄약,태안,미사일사(태안),2023.12.01
9급,탄약,인천,1군수지원사령부(인천),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,충주,탄약지원사령부(충주),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,양주,1군수지원사령부(양주),2023.12.01
9급,탄약,용인,7군단(용인),2023.12.01
9급,탄약,가평,2군수지원여단(가평),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,용인,7군단(용인),2023.12.01
9급,탄약,제천,탄약지원사령부(제천),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,임실,탄약지원사령부(임실),2023.12.01
9급,탄약,양평,1군수지원사령부(양평),2023.12.01
9급,탄약,안양,1군수지원사령부(안양),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,제천,탄약지원사령부(제천),2023.12.01
9급,탄약,양평,1군수지원사령부(양평),2023.12.01
9급,탄약,양주,1군수지원사령부(양주),2023.12.01
9급,탄약,가평,2군수지원여단(가평),2023.12.01
9급,탄약,영동,탄약지원사령부(영동),2023.12.01
9급,탄약,제천,탄약지원사령부(제천),2023.12.01
9급,탄약,세종,탄약지원사령부(세종),2023.12.01
9급,탄약,음성,미사일사(음성),2023.12.01
9급,탄약,제천,탄약지원사령부(제천),2023.12.01
9급,탄약,임실,탄약지원사령부(임실),2023.12.01
9급,탄약,임실,탄약지원사령부(임실),2023.12.01
9급,탄약,담양,미사일사(담양),2023.12.01
9급,탄약,임실,탄약지원사령부(임실),2023.12.01
9급,탄약,천안,탄약지원사령부(천안),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,대전,탄약지원사령부,2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,대전,탄약지원사령부,2023.12.01
9급,탄약,임실,탄약지원사령부(임실),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,양평,1군수지원사령부(양평),2023.12.01
9급,탄약,임실,탄약지원사령부(임실),2023.12.01
9급,탄약,제천,탄약지원사령부(제천),2023.12.01
9급,탄약,여주,미사일사(여주),2023.12.01
9급,탄약,영천,탄약지원사령부(영천),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,영천,탄약지원사령부(영천),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,양평,1군수지원사령부(양평),2023.12.01
9급,탄약,봉화,미사일사(봉화),2023.12.01
9급,탄약,세종,탄약지원사령부(세종),2023.12.01
9급,탄약,대전,탄약지원사령부,2023.12.01
9급,탄약,영동,탄약지원사령부(영동),2023.12.01
9급,탄약,영동,탄약지원사령부(영동),2023.12.01
9급,탄약,창녕,미사일사(창녕),2023.12.01
9급,탄약,영동,탄약지원사령부(영동),2023.12.01
9급,탄약,세종,탄약지원사령부(세종),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,가평,2군수지원여단(가평),2023.12.01
9급,탄약,안양,1군수지원사령부(안양),2023.12.01
9급,탄약,세종,탄약지원사령부(세종),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,가평,2군수지원여단(가평),2023.12.01
9급,탄약,제천,탄약지원사령부(제천),2023.12.01
9급,탄약,영월,미사일사(영월),2023.12.01
9급,탄약,영천,탄약지원사령부(영천),2023.12.01
9급,탄약,충주,탄약지원사령부(충주),2023.12.01
9급,탄약,천안,탄약지원사령부(천안),2023.12.01
9급,탄약,춘천,2군수지원여단,2023.12.01
9급,탄약,천안,탄약지원사령부(천안),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,남양주,1군수지원사령부(남양주),2023.12.01
9급,탄약,천안,탄약지원사령부(천안),2023.12.01
9급,탄약,사천,미사일사(사천),2023.12.01
9급,탄약,천안,탄약지원사령부(천안),2023.12.01
9급,탄약,제천,탄약지원사령부(제천),2023.12.01
9급,탄약,충주,탄약지원사령부(충주),2023.12.01
9급,탄약,충주,탄약지원사령부(충주),2023.12.01
9급,탄약,영천,탄약지원사령부(영천),2023.12.01
9급,탄약,천안,탄약지원사령부(천안),2023.12.01
9급,탄약,충주,탄약지원사령부(충주),2023.12.01
9급,탄약,안양,1군수지원사령부(안양),2023.12.01
9급,탄약,세종,탄약지원사령부(세종),2023.12.01
9급,통신,파주,1사단,2023.12.01
9급,통신,광명,52사단,2023.12.01
9급,통신,서울,수도방위사령부,2023.12.01
9급,통신,포천,5군수지원여단,2023.12.01
9급,통신,고양,9사단,2023.12.01
9급,통신,안양,수도군단,2023.12.01
9급,통신,남양주,56사단(남양주),2023.12.01
9급,통신,화성,51사단,2023.12.01
9급,통신,안양,52사단(안양),2023.12.01
9급,통신,음성,특수전사령부(음성),2023.12.01
9급,통신,양평,2신속사단,2023.12.01
9급,통신,전남 광주,31사단,2023.12.01
9급,통신,홍천,3군단(홍천),2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,이천,7군단,2023.12.01
9급,통신,서울,수도방위사령부,2023.12.01
9급,통신,이천,7군단,2023.12.01
9급,통신,하남,수도군단(하남),2023.12.01
9급,통신,고양,9사단,2023.12.01
9급,통신,철원,3사단,2023.12.01
9급,통신,용인,55사단,2023.12.01
9급,통신,양주,25사단,2023.12.01
9급,통신,양주,1포병여단(양주),2023.12.01
9급,통신,양주,1군단(양주),2023.12.01
9급,통신,파주,1군수지원여단(파주),2023.12.01
9급,통신,고양,1포병여단,2023.12.01
9급,통신,고양,1군단,2023.12.01
9급,통신,원주,36사단,2023.12.01
9급,통신,전남 광주,31사단,2023.12.01
9급,통신,시흥,수도포병여단,2023.12.01
9급,통신,용인,7군단(용인),2023.12.01
9급,통신,인제,3군단,2023.12.01
9급,통신,시흥,1군수지원사령부(시흥),2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,고양,1공병여단,2023.12.01
9급,통신,용인,지상작전사령부,2023.12.01
9급,통신,용인,55사단,2023.12.01
9급,통신,가평,수도기계화보병사단,2023.12.01
9급,통신,여주,미사일사(여주),2023.12.01
9급,통신,시흥,1군수지원사령부(시흥),2023.12.01
9급,통신,고양,1군수지원여단,2023.12.01
9급,통신,포천,5군수지원여단,2023.12.01
9급,통신,인제,3군단,2023.12.01
9급,통신,파주,1군수지원여단(파주),2023.12.01
9급,통신,대전,5군수지원사령부(대전),2023.12.01
9급,통신,연천,5사단,2023.12.01
9급,통신,원주,1군수지원사령부,2023.12.01
9급,통신,원주,36사단,2023.12.01
9급,통신,원주,36사단,2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,양주,7군단(양주),2023.12.01
9급,통신,파주,1사단,2023.12.01
9급,통신,강릉,3군수지원여단(강릉),2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,철원,3사단,2023.12.01
9급,통신,화천,7사단,2023.12.01
9급,통신,논산,육군훈련소,2023.12.01
9급,통신,음성,특수전사령부(음성),2023.12.01
9급,통신,천안,탄약지원사령부(천안),2023.12.01
9급,통신,홍천,11기동사단,2023.12.01
9급,통신,대전,정보통신학교,2023.12.01
9급,통신,영동,탄약지원사령부(영동),2023.12.01
9급,통신,논산,항공학교,2023.12.01
9급,통신,원주,1군수지원사령부,2023.12.01
9급,통신,괴산,학생군사학교,2023.12.01
9급,통신,세종,탄약지원사령부(세종),2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,대전,정보통신학교,2023.12.01
9급,통신,가평,수도기계화보병사단,2023.12.01
9급,통신,무안,31사단(무안),2023.12.01
9급,통신,담양,미사일사(담양),2023.12.01
9급,통신,포천,1기갑여단,2023.12.01
9급,통신,순천,31사단(순천),2023.12.01
9급,통신,인제,과학화전투훈련단,2023.12.01
9급,통신,장성,보병학교,2023.12.01
9급,통신,임실,35사단,2023.12.01
9급,통신,홍천,11기동사단,2023.12.01
9급,통신,인제,12사단,2023.12.01
9급,통신,임실,탄약지원사령부(임실),2023.12.01
9급,통신,강원 고성,22사단,2023.12.01
9급,통신,강원 고성,22사단,2023.12.01
9급,통신,양주,1군단(양주),2023.12.01
9급,통신,인제,과학화전투훈련단,2023.12.01
9급,통신,대구,5군수지원사령부,2023.12.01
9급,통신,홍천,3군단(홍천),2023.12.01
9급,통신,원주,1군수지원사령부,2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,이천,항공사령부,2023.12.01
9급,통신,인제,3군단,2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,화천,15사단,2023.12.01
9급,통신,장성,포병학교,2023.12.01
9급,통신,화천,7사단,2023.12.01
9급,통신,대구,2작전사령부,2023.12.01
9급,통신,구미,50사단(구미),2023.12.01
9급,통신,연천,5사단,2023.12.01
9급,통신,강진,31사단(강진),2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,강원 고성,22사단,2023.12.01
9급,통신,영천,탄약지원사령부(영천),2023.12.01
9급,통신,전남 광주,31사단,2023.12.01
9급,통신,원주,1군수지원사령부,2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,안동,50사단(안동),2023.12.01
9급,통신,이천,특수전사령부,2023.12.01
9급,통신,철원,3사단,2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,파주,1군수지원여단(파주),2023.12.01
9급,통신,제천,탄약지원사령부(제천),2023.12.01
9급,통신,인제,과학화전투훈련단,2023.12.01
9급,통신,대구,5군수지원사령부,2023.12.01
9급,통신,창원,탄약지원사령부(창원),2023.12.01
9급,통신,인제,3군수지원여단,2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,함안,39사단,2023.12.01
9급,통신,영동,탄약지원사령부(영동),2023.12.01
9급,통신,함안,39사단,2023.12.01
9급,통신,전남 광주,31사단,2023.12.01
9급,통신,인제,과학화전투훈련단,2023.12.01
9급,통신,충주,탄약지원사령부(충주),2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,원주,1군수지원사령부,2023.12.01
9급,통신,창원,종합정비창,2023.12.01
9급,통신,창원,종합정비창,2023.12.01
9급,통신,파주,1사단,2023.12.01
9급,통신,장성,기계화학교,2023.12.01
9급,통신,양구,21사단,2023.12.01
9급,통신,강릉,3군수지원여단(강릉),2023.12.01
9급,통신,포천,6사단,2023.12.01
9급,통신,창원,종합정비창,2023.12.01
9급,통신,논산,항공학교,2023.12.01
9급,통신,창원,종합정비창,2023.12.01
9급,통신,안동,동원전력사령부(안동),2023.12.01
9급,통신,대구,50사단,2023.12.01
9급,통신,춘천,2군수지원여단,2023.12.01
9급,통신,창원,종합정비창,2023.12.01
9급,통신,장성,5군수지원사령부(장성),2023.12.01
